68d5a63a-20c5-46a5-b613-b9da4dbe6f9b,BoardGame_2046f5,Strategy and fun collide in this exciting board game.,94.64,10
7c74a440-7b58-4c71-8e3c-00a7406ea87b,BoardGame_05850a,Strategy and fun collide in this exciting board game.,80.22,10
9cd80f18-8bee-4d96-9820-33f2332fe397,BoardGame_b8a64b,Strategy and fun collide in this exciting board game.,117.94,12
da40348e-fb27-477f-ac2c-16111ac692ad,BoardGame_0fa8a1,Strategy and fun collide in this exciting board game.,32.43,16
5ddaf89a-992d-4370-ac28-e3a7ba35adff,BoardGame_fb80df,Strategy and fun collide in this exciting board game.,137.0,19
dd807523-fd6b-4ca8-be16-a3f095262ee0,BoardGame_9ec25f,Strategy and fun collide in this exciting board game.,139.53,14
5785747a-2a28-454c-8a3b-c8987e0abdef,BoardGame_752e20,Strategy and fun collide in this exciting board game.,23.42,17
c87c348e-b1b6-4163-96a2-dd9f42f3c3a0,BoardGame_961704,Strategy and fun collide in this exciting board game.,85.45,15
15a24570-715a-4b56-babb-210670e64963,BoardGame_ec860d,Strategy and fun collide in this exciting board game.,129.84,13
e3d80bc6-2ee5-4d43-8452-2f61fa761d30,BoardGame_0aaa1e,Strategy and fun collide in this exciting board game.,125.86,6
